"","FAR","FC","HYB","YEAR","REP","FS","CC","WRT","Density","Rotation","CD","CEC","pH","OM","EstNRel","Su","P","Ca","Mg","K","Na","SOC","TN","SoilCN","InorgN","Bray1P","POMC","POMN","POMCN","PMN","POXC","Sand","Silt","Clay","Prcp","Tmax","Tmin","Temp","TGDD","YIELD","YD","MeanYD","SDYD","Zscore","R","Re"
"11","Ambriole","AA","ORG2",2018,2,"Mix","Mixed","Moderate","Low","Extensive","High",12.15,6.6,3.18,82,12,46,1654,246,169,20,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,98.3,-44.2,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"12","Ambriole","AA","CHECK1",2018,2,"Mix","Mixed","Moderate","Low","Extensive","High",12.15,6.6,3.18,82,12,46,1654,246,169,20,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,142.6,0.0999999999999943,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"13","Ambriole","AA","KEV1",2018,2,"Mix","Mixed","Moderate","Low","Extensive","High",14.41,6.4,3.73,87,12,39,1885,292,177,19,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,167,24.5,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"14","Ambriole","AA","KEV2",2018,2,"Mix","Mixed","Moderate","Low","Extensive","High",14.41,6.4,3.73,87,12,39,1885,292,177,19,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,121.6,-20.9,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"15","Ambriole","AA","ORG5",2018,2,"Mix","Mixed","Moderate","Low","Extensive","High",14.28,6.2,3.18,82,12,43,1793,268,212,18,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,127.1,-15.4,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"16","Ambriole","AA","KEV3",2018,2,"Mix","Mixed","Moderate","Low","Extensive","High",14.28,6.2,3.18,82,12,43,1793,268,212,18,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,130.3,-12.2,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"17","Buxton","SB","ORG1",2018,1,"Mix","Mixed","Low","Low","Intensive","High",13.32,6.8,2.86,77,17,151,1894,224,344,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,142.1,-43.9,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"18","Buxton","SB","ORG4",2018,1,"Mix","Mixed","Low","Low","Intensive","High",13.32,6.8,2.86,77,17,151,1894,224,344,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,186,0,0,0,NA,NA,NA
"19","Buxton","SB","ORG2",2018,1,"Mix","Mixed","Low","Low","Intensive","High",16.39,6.5,2.59,72,17,127,2168,315,313,20,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,185.8,-0.199999999999989,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"20","Buxton","SB","CHECK1",2018,1,"Mix","Mixed","Low","Low","Intensive","High",16.39,6.5,2.59,72,17,127,2168,315,313,20,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,184.7,-1.30000000000001,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"21","Buxton","SB","KEV1",2018,1,"Mix","Mixed","Low","Low","Intensive","High",15.14,6.7,3.02,80,19,170,2136,244,362,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,185.8,-0.199999999999989,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"22","Buxton","SB","KEV2",2018,1,"Mix","Mixed","Low","Low","Intensive","High",15.14,6.7,3.02,80,19,170,2136,244,362,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,143.8,-42.2,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"23","Buxton","SB","ORG5",2018,1,"Mix","Mixed","Low","Low","Intensive","High",13.92,6.6,2.62,72,18,140,1920,235,294,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,179.7,-6.30000000000001,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"24","Buxton","SB","KEV3",2018,1,"Mix","Mixed","Low","Low","Intensive","High",13.92,6.6,2.62,72,18,140,1920,235,294,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,168.9,-17.1,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"25","Buxton","SB","ORG1",2018,2,"Mix","Mixed","Low","Low","Intensive","High",15.57,6.4,2.7,74,18,117,2035,281,306,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,93.8,-82,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"26","Buxton","SB","ORG4",2018,2,"Mix","Mixed","Low","Medium","Intensive","High",15.57,6.4,2.7,74,18,117,2035,281,306,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,175.8,0,0,0,NA,NA,NA
"27","Buxton","SB","ORG2",2018,2,"Mix","Mixed","Low","Low","Intensive","High",14.65,6.9,3.05,80,19,174,2145,246,360,17,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,125.2,-50.6,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"28","Buxton","SB","CHECK1",2018,2,"Mix","Mixed","Low","Low","Intensive","High",14.65,6.9,3.05,80,19,174,2145,246,360,17,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,219.9,44.1,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"29","Buxton","SB","KEV1",2018,2,"Mix","Mixed","Low","Low","Intensive","High",13.47,6.6,2.75,75,17,138,1875,219,280,23,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,178.2,2.39999999999998,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"30","Buxton","SB","KEV2",2018,2,"Mix","Mixed","Low","Low","Intensive","High",13.47,6.6,2.75,75,17,138,1875,219,280,23,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,160.9,-14.9,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"31","Buxton","SB","ORG5",2018,2,"Mix","Mixed","Low","Low","Intensive","High",13.54,7,2.98,80,20,181,1961,256,360,19,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,137.1,-38.7,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"32","Buxton","SB","KEV3",2018,2,"Mix","Mixed","Low","Medium","Intensive","High",13.54,7,2.98,80,20,181,1961,256,360,19,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,206.5,30.7,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"33","Erisman","JE","ORG1",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",15.89,6.4,2.67,73,11,16,2292,224,97,20,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,82.7,-18,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"34","Erisman","JE","ORG4",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",15.89,6.4,2.67,73,11,16,2292,224,97,20,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,100.7,0,0,0,NA,NA,NA
"35","Erisman","JE","ORG2",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",14.73,6.3,2.93,79,10,11,2128,186,64,17,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,123.1,22.4,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"36","Erisman","JE","CHECK1",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",14.73,6.3,2.93,79,10,11,2128,186,64,17,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,196.2,95.5,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"37","Erisman","JE","KEV1",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",16.92,6.3,2.75,75,11,12,2438,214,89,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,140.6,39.9,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"38","Erisman","JE","KEV2",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",16.92,6.3,2.75,75,11,12,2438,214,89,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,111.2,10.5,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"39","Erisman","JE","ORG5",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",14.92,6.4,2.73,75,11,19,2145,216,87,20,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,102.5,1.8,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"40","Erisman","JE","KEV3",2018,1,"Mix","Mixed","High","Low","Grass fallow","High",14.92,6.4,2.73,75,11,19,2145,216,87,20,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,134,33.3,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"41","Erisman","JE","ORG1",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",15.46,6.4,2.9,78,11,13,2240,218,74,20,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,126,-0.400000000000006,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"42","Erisman","JE","ORG4",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",15.46,6.4,2.9,78,11,13,2240,218,74,20,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,126.4,0,0,0,NA,NA,NA
"43","Erisman","JE","ORG2",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",15.92,6.2,3.02,80,10,12,2231,213,68,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,102.6,-23.8,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"44","Erisman","JE","CHECK1",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",15.92,6.2,3.02,80,10,12,2231,213,68,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,155.8,29.4,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"45","Erisman","JE","KEV1",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",14.57,6.2,2.82,76,10,13,2041,189,80,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,106.4,-20,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"46","Erisman","JE","KEV2",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",14.57,6.2,2.82,76,10,13,2041,189,80,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,110.1,-16.3,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"47","Erisman","JE","ORG5",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",15.71,6.4,2.8,76,10,13,2285,219,70,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,98.7,-27.7,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"48","Erisman","JE","KEV3",2018,2,"Mix","Mixed","High","Low","Grass fallow","High",15.71,6.4,2.8,76,10,13,2285,219,70,18,15.275,1.435,10.641,30.2,14,2.378664008,0.18115653,13.1547,36.432,463.0176,4,66,30,625.2,84.57808516,63.5582929,74.06818903,3556.17,128.3,1.90000000000001,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"49","Gray","MG","ORG1",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",12.14,5.8,2.47,69,15,130,1289,220,201,22,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,100.4,-2.59999999999999,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"50","Gray","MG","ORG4",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",12.14,5.8,2.47,69,15,130,1289,220,201,22,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,103,0,0,0,NA,NA,NA
"51","Gray","MG","ORG2",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",11.04,6,1.96,59,12,51,1338,207,115,18,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,98.3,-4.7,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"52","Gray","MG","CHECK1",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",11.04,6,1.96,59,12,51,1338,207,115,18,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,109.2,6.2,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"53","Gray","MG","KEV1",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",12.78,5.4,2.47,69,13,102,1139,195,130,15,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,23.7,-79.3,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"54","Gray","MG","KEV2",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",12.78,5.4,2.47,69,13,102,1139,195,130,15,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,100.3,-2.7,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"55","Gray","MG","ORG5",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",10.86,6,1.9,58,12,52,1321,208,91,16,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,39.1,-63.9,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"56","Gray","MG","KEV3",2018,1,"Green","Mixed","Moderate","Low","Extensive","Low",10.86,6,1.9,58,12,52,1321,208,91,16,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,91.3,-11.7,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"57","Gray","MG","ORG1",2018,2,"Green","Mixed","Moderate","Medium","Extensive","Low",6.53,5.6,0.76,30,10,32,646,106,74,14,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,97.4,-10.6,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"58","Gray","MG","ORG4",2018,2,"Green","Mixed","Moderate","Low","Extensive","Low",6.53,5.6,0.76,30,10,32,646,106,74,14,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,108,0,0,0,NA,NA,NA
"59","Gray","MG","ORG2",2018,2,"Green","Mixed","Moderate","Low","Extensive","Low",14.67,5.5,2.61,72,14,109,1399,220,173,13,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,85,-23,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"60","Gray","MG","CHECK1",2018,2,"Green","Mixed","Moderate","Medium","Extensive","Low",14.67,5.5,2.61,72,14,109,1399,220,173,13,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,73.1,-34.9,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"61","Gray","MG","KEV1",2018,2,"Green","Mixed","Moderate","Low","Extensive","Low",7.64,5.9,1.39,48,11,36,910,127,64,15,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,28.5,-79.5,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"62","Gray","MG","KEV2",2018,2,"Green","Mixed","Moderate","Low","Extensive","Low",7.64,5.9,1.39,48,11,36,910,127,64,15,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,98.7,-9.3,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"63","Gray","MG","ORG5",2018,2,"Green","Mixed","Moderate","Low","Extensive","Low",11.3,5.9,2.24,65,13,103,1295,201,160,17,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,47.8,-60.2,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"64","Gray","MG","KEV3",2018,2,"Green","Mixed","Moderate","Low","Extensive","Low",11.3,5.9,2.24,65,13,103,1295,201,160,17,12.378,1.069,11.5788,11.8,50,0.927761194,0.077313433,13.2178,58.184,316.3248,75,14,11,382.51,82.8284929,60.91473935,71.87161613,3250.863,110.3,2.3,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"65","Gruver","JG","ORG1",2018,1,"Animal","Grass","Low","Low","Intensive","Low",31.4,6.3,5.5,102,11,32,4193,630,86,16,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,103.6,-14.1,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"66","Gruver","JG","ORG4",2018,1,"Animal","Grass","Low","Low","Intensive","Low",31.4,6.3,5.5,102,11,32,4193,630,86,16,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,117.7,0,0,0,NA,NA,NA
"67","Gruver","JG","ORG2",2018,1,"Animal","Grass","Low","Low","Intensive","Low",30.25,6.5,5.24,101,10,33,4206,617,100,16,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,76.7,-41,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"68","Gruver","JG","CHECK1",2018,1,"Animal","Grass","Low","Low","Intensive","Low",30.25,6.5,5.24,101,10,33,4206,617,100,16,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,158.4,40.7,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"69","Gruver","JG","CHECK1",2018,1,"Animal","Grass","Low","Low","Intensive","Low",31.22,6.5,5.4,102,12,25,4297,639,140,41,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,158.4,40.7,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"70","Gruver","JG","CHECK1",2018,1,"Animal","Grass","Low","Low","Intensive","Low",31.22,6.5,5.4,102,12,25,4297,639,140,41,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,158.4,40.7,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"71","Gruver","JG","KEV1",2018,1,"Animal","Grass","Low","Low","Intensive","Low",29.82,6.6,5,100,10,26,4199,639,81,17,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,132,14.3,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
